subject_id,sigma_SC,sigma_OC,sigma_prevChoice,sigma_bias,sigDay_SC,sigDay_OC,sigDay_prevChoice,sigDay_bias,log_evidence,max_abs_weight
542bdb6dfdf99b324ea37c3a,0.09235736865422374,2.2165380716146297,0.008013783681926533,0.002688623571319926,0.08216395810453897,0.06823041766910265,0.033816129366004984,0.027679345394901307,-32.67795942350017,18.70992284291556
56eeb66a524cc0000a5fa4a2,3.8589727913086143,0.0033736455014752595,0.014341543114149943,1.1696313525361381,0.055574903025255314,3.104042207212709,11.561441376681735,0.03689920179769779,-44.87036479476001,10.04649630024853
5827634ea80bf4000199994b,0.19655468917981012,7.471879004425673e-05,0.36944230139848655,0.06274752920425368,4.333625524189269,0.10640207117554903,0.2305382464891971,0.28944143236516867,-94.23637273742588,7.563017146682857
598f22af33481c000164d359,0.47340659582824063,0.004611765126848708,0.008286276359722587,0.5663737195441894,0.024945394731544664,0.021402527907642792,2.0300194550515136,0.033079439882254556,-60.87348717737541,3.5435486475034645
5996d2256b939900012d9f22,0.00044167897979437636,0.005025507165997894,0.000378685633564433,0.10162874263673963,0.12288891665833161,0.06944055747795498,0.04749612957484982,1.152561167604674,-122.63627184350162,1.1802794961580563
5a6725d4c0d836000107f6e7,0.0025634588384942413,0.01814492881728824,0.6080192582896596,0.001564242026024878,0.02158200862286491,7.445111935248077,4.628601455005041,0.007386655446065537,-74.39102200924617,8.032490915618865
5abbe13268b65b00018cf94b,0.003671147346465915,0.004732269270755655,0.005158959295027155,0.145336026400097,0.022674115233651693,2.1164778534214728,0.040912738264984504,0.027165192115019242,-98.17659768650356,3.1952664629135303
5ad0422dfb109b0001a30f35,0.0046550515418811176,1.5038655722749028,0.00588274296873457,0.23467708048825064,0.01680876953925736,0.053662034332022455,0.023545451064108432,3.053370286581192,-77.02522871002066,7.333132514983553
5b9d57e5737d030001ad2cbf,0.08590494090328615,0.0029104079218389757,0.005688904359748711,0.007263588491203771,0.04449646485828042,0.7136670454715186,0.03153793441745842,0.6696282093709007,-108.09220761056577,1.6529748643972304
5baa3265c0a8c000014bea73,0.20521538173001458,0.13876497818987066,0.11694059101148656,0.3670021721607561,0.016884630678485862,0.1119840227052355,0.03596530003598849,0.010808956438795748,-76.45218975662283,4.788738971553962
5e809dc29984aa77c1a4decd,0.2997674843522037,1.043704598861033,0.0037270074169692417,0.008900111384743593,0.8452748601389108,0.01953183069242242,0.0067637152114401935,0.012735200620248839,-81.4727288939132,4.16482962765825
5ef3efcb420ab11a45a0b8a6,0.029444786165460077,0.001506120796950711,0.11362398476088079,0.0010964194985611537,0.063791103659868,0.035037933037393776,0.05999587980019423,0.03689343626603467,-116.01326189455267,1.9420463299790884
5ef7783026861249d8eb58ef,0.3419668537467304,0.0014241776143179353,0.0033935323461743096,0.4597967041186387,0.08534174283765464,0.040890175805484506,0.04779822763773925,2.7810346177998726,-83.71750810343292,4.074682878141694
5f4a8c8347b9fe5082353a3c,0.7278680799836046,0.7506636094066396,0.6185913070989303,0.006297766566228414,2.3247253695825636,0.028733773229328304,0.03633951147975451,0.021954331798215463,-73.32284722345742,8.341880174674378
5f78863ec51814422de56470,0.0018033251627561503,0.4008030964998447,0.002556062917509454,0.0022536442023376175,0.010523446027732001,1.8755844194033229,0.18633164913909078,0.01798352973844845,-118.25706774846776,3.011469152553971
5f7aaea6bf94dd717b471063,0.7333005259438217,0.0049059406286146795,0.0072982540524154215,0.1663096014806662,0.07461124772820375,1.2448235789905329,0.012132601372938725,0.02283009756245741,-94.52573434996452,5.0421993445579005
5f8aa207fb62d0000838847c,0.004304979692215379,0.17837065484496126,0.04256656473263798,0.0060977739525601505,0.011599005424357095,1.462918235446504,0.023683169888005687,0.9592758143478868,-90.70861414859655,3.4545077974402125
5f8ece6117db5206eafc8b73,0.07001061966613267,1.4101075337480775,0.027363638554704344,0.05048204483066415,0.07041766151844912,0.00702723365996837,0.012624012153242832,7.751568886963268,-17.893649612931995,13.543311647727386
60b610d8c3c4f177c8337729,3.1000597409321715,0.002848826834322807,0.0029587876060857524,0.37479683391999274,13.164426695255052,0.019243621129082778,0.018835877605202705,0.0525931912412982,-66.06871968166251,12.747977342113419
61673b692a55fba0f6b8abf1,0.0009873429960884665,0.000843591230280468,0.0017885384399172497,0.001323015611557966,0.023413156957563973,0.018230631204870968,0.021891951387974784,0.016343652999256955,-121.06412657790224,0.8417793158828201
62b2080f8f89f2f15c47d9ba,0.0023619968295209804,0.20869934836988882,0.0045963886042983395,0.0775819201858723,0.0009852658622568264,0.0209813000412675,0.009205561463384668,0.3110401240902045,-112.22454176776955,2.2273354103861136
6315fdca8c4637cea9f114cf,0.08236480621155585,0.12263265480808305,0.002486723021178384,0.005605654268748145,0.03259672759294865,1.0222070998850699,0.004490848054066069,0.43142480778873027,-115.93681911779049,1.810189717443397
63174af7d57182f9bf90c094,0.20021245658808337,0.034269103917938165,0.1287338787698427,0.0008927260416820785,0.02684309371658525,3.2385162577118902,0.028757687704575225,1.9428247751364562,-103.45017004274905,3.297728235258008
63d79fcd741f9cfb2f87152f,0.0011887562528695636,0.13013109997406283,0.002583634145388134,0.0043189189926039675,1.5968425506817707,0.14622820601571052,1.5920447215484477,0.189534498515654,-91.47292817512562,2.8689100172802124
63f93b47bb0c1a1aca131480,0.2777554276486679,0.0060581723944233305,0.0034166725132775445,0.002415499196872454,2.446942660580071,0.02666417418170177,1.2839324094213773,0.01490829722014405,-85.3651161420662,3.0702707348389358
644963b432e6a701b58ea4ac,0.000715849110518064,0.004136781970944587,0.3715673979352898,0.2828772106596902,0.014329644909518692,0.012119621630108027,0.0467623168807115,0.012310538726117915,-95.95694252228259,3.211080397940814
6551469abe377d3646c6cd6e,0.03611387267655341,0.0010608758580088783,0.09315597851627276,0.0005095609973261736,0.08145894941612701,0.039776987862267923,0.08455759409103611,0.025539296128075803,-124.76506572730204,0.9789084377625548
65c242831388550b0a42bd25,0.06268275739194674,0.002253004694043494,0.0142705292667632,0.006203660173645778,0.08957862457325991,0.031013429175044814,0.050148536911340594,0.038945528832609266,-75.01314753555835,2.820431183216488
66009cc9d723785b43dc5552,0.35987214366349957,0.3671003965390185,0.004822883405620911,0.00496559151315389,6.084993777593007,0.03256639058083843,0.015207227854885853,0.015959857312248114,-90.31476707656725,7.094819196470175
6606d4f4acdc3a6b8200c0ee,0.002956365444757321,0.01909421315771951,0.05480471159045966,0.002867248942106635,0.03852819296935342,0.028258964500433928,0.05540725183716883,0.011001780130940214,-62.40401999659116,4.928686786451174
66854df2e5fef4239ff63a7d,0.0011402193594850201,0.009939288918742064,0.3756805185658846,0.32497102813364,0.037369057373461016,0.8116612001157429,0.06051057130961404,1.581887100217495,-95.58902743452336,3.3254643056337385
668e8b2d29cef7917c9b19bd,0.4736537360940745,0.005836519416557418,0.0036680029616650406,0.6118111298993085,4.146392869794609,0.08988644651192827,0.026810483267755765,0.36642308784778055,-76.33981935005318,4.561251821174102
669053bbebafdd430e770142,0.006077215558877633,0.5677330816481979,0.003239898785351812,0.0013440683838165822,0.013461864960432767,4.527229392294432,0.020206225220153855,0.011900451944693802,-104.00072903115779,5.221116795567074
66b76713e0b9b4578e06bb8a,1.4582823559114828,1.1042790959068958,0.006354506638066416,0.23629230409171934,16.354055117302085,0.10070240379206037,0.0603750123996822,0.02211142393874628,-60.62423476969582,12.337321856253757
66c20b634a3b292d25596fbc,1.3353740559726002,5.889038010866342,0.008048781346622673,2.432839943683414,0.06826214238876602,0.06684626814134013,0.05331051368644866,0.06996835498299002,-39.2215351496277,18.037260930358478
66c605bf16b21d64057a018b,0.10383791127679208,0.3396915197666676,0.004737293254405945,0.17148674172766715,0.029934479980622625,0.015668640282142723,1.3005989925477042,0.5976476133132554,-111.79646988578111,3.320289404773422
66def1304e37adb3349f648f,1.0797874855710832,6.5453204423281095,0.0009776627046707454,0.0180455939191109,0.10774032183475706,0.06148799012464695,2.0633021277718915,2.9401337623623416,-68.053677388712,15.86012145178675
66f69dcc061074dacb886b52,0.002889877741155707,0.04128337521360233,0.3981560247588595,0.0870837199122461,0.03914987132869207,0.06181900417646545,0.04500842882886373,0.06869068399990529,-116.64733628506951,2.2133163284839106
66fad26e4b07f6149ceb136d,0.0013873458175026844,0.5284874376715177,0.0029511346611717977,0.0035444784516323676,0.012361835007674356,4.06095018920286,0.011008886240866348,0.008813036589563275,-110.71881661459747,4.165423684216458
66fbf4af6d1c61e9435fe2bb,0.014332906930203388,2.3036584456144684,0.006441693988333473,0.26237413225941114,0.011725375748169498,0.046829202073396144,0.026721776361920004,0.03190205949657705,-69.68909415051462,8.961596890489734
6716152e33a2af901d7e9196,0.007929529653145275,0.15403746103127902,0.0010582206477418147,0.0029859923783192932,0.050123955910148565,0.07122991153901112,0.03965112935950739,0.05270165450588075,-60.465324282232814,4.812293453353517
673b723b78a95d45ec47c311,0.0010009873415495112,0.3913586711141672,0.0026330433357296124,0.33001445072143676,0.03764690259834152,0.07014828933016479,0.042449746357872194,0.06903437359853756,-85.14166754892676,6.925703326607597
6747a1d066cd71f10db36d9a,0.007495562114940741,1.2505039225594157,0.011389047126563747,0.3883510159599322,0.041767337197296146,8.008672808731058,0.05527930592324498,3.8236811504326784,-59.26500055970041,9.880609865130285
6767d7cae5619579957091d8,0.20133542726333653,0.005418057432990632,0.00801510912235582,0.5088385320654105,0.0429868201539214,0.031285323527069385,1.6273922839900679,5.444339014531415,-93.38858526366471,4.496727359830245
677302ad15f7e3d0c1725fef,0.007721852595383465,0.01529213633573947,0.003540257658287544,0.11058129367981302,0.058216143871092786,0.049083521004610185,0.0517247544435149,0.03990928391526555,-68.95598067488709,3.0304035313481767
6773edcbb205d22a2e097948,0.09517892300230262,0.06891851099084466,0.0020545527656570537,0.0029585254460252606,0.020770368137180122,0.02224033412505754,0.009241249327877154,0.00978418722112555,-106.39215208206406,1.307831216243598
677580b9fa6b77a8332d2237,0.0029835378238400575,0.0037193018094265735,0.0008103771889026386,0.0061436728529285665,0.053505625780284956,1.902823374972002,0.0408751925286482,0.586266611353331,-72.62236008023183,3.6830205322876757
67792abbab2fa21bf3644c09,0.0017486199897767086,0.5567882346226252,0.010424080514459953,0.0023359331127859495,0.008858638727235569,0.03064845528535889,0.01833330531729459,0.0053087868867970275,-120.39967990300556,2.556253530716799
677948fa843635fdb42a4351,0.08371760483026058,0.017764228424672252,0.0034533093584670797,0.0002588153895527827,6.079988775767035,1.0149863082937824,0.06147127804048539,0.010812366220412477,-90.6351287345733,7.512999559551648
67913bb270c5970717520975,0.22214624527452514,0.0004732716021431164,0.008883986450699455,0.13037051681309442,0.03501424566193784,0.3411403458994498,0.5219710545276957,0.08871679952182317,-117.78043669464478,1.5353436178648803
67c3552b821be870e6f02737,0.013282042993871996,0.00045942844164551476,0.07900097128948436,0.0008882291567239346,0.6637780226560767,0.0352547260882541,0.11569967539749795,0.6833780014574322,-112.07077269510637,1.7062925120371761
67d411652ada0a7584b2558e,0.00284762054616422,0.0023944050704334074,0.004879995409224183,0.002472004771484579,0.006989344140496761,1.634600023802724,0.022261524404964508,0.019983782724623974,-75.96466567048901,1.5797858580174173
695c0b495401e21ebd0d17c8,0.001909716215943038,0.5408943491567342,0.00445065065171077,0.1819224532943361,0.040674774994094824,0.06041665377086081,0.060906292888882246,0.06248417564778425,-75.18142981243591,7.709399873456496
696c14c4c7de2d012b0911cb,0.0031729438573511503,0.008804225416524716,0.00331508601962612,0.20038851990216922,0.025134242793997848,0.9265400191874007,0.021919300643808533,0.030661804856410124,-96.13488217189433,4.20771408132895
6978c3a72db1c98638d31aa7,0.0012316136403852905,0.0009301729863204062,0.002993867040944456,0.0014614346799913687,0.027132489294432877,0.0235605600632818,0.22302623707961955,0.8457830226537311,-118.64507648996505,1.3995673866172318
6978ce449b790cb61d7c52c2,0.00039943115051255056,0.00381860165299455,0.003138527265645593,0.018839605467424605,3.454871975782277,0.0100790481438532,0.02776361029745954,1.1061267361037765,-106.87478834637159,3.9716902208773366
697913a58dc4a9fc4359367a,0.0016193576232585278,0.008664095027909232,0.023252509307483134,0.003874769538647397,0.031566102299728095,0.5009309963332046,0.028847310268709413,0.024207687698425285,-114.46647161989358,1.8050202385288936
69791f7d8a6ca1ff935493cf,0.10512895718093447,0.18772573173324017,0.0010315047999367557,0.061469032467318406,0.037792573807956135,0.06934413517206836,0.0288600570915421,0.031686504509332816,-115.31554600694471,1.785321010896307
697a5614745df50effc7531a,0.004565145796625724,0.0007871584832455622,0.003817758799168671,0.014752352635067113,0.0002138999798448386,0.00014535726258997695,0.02739258212388131,0.6846860743819081,-120.40984046340918,1.0367181859563492
697a617c5a65b0190b2fd918,0.0027555545017429964,0.7164883295372066,0.004359207775176068,0.3184726845018557,1.7021234411660224,0.05975272245872776,0.0074472782422193694,0.8996390683354721,-96.82434843162059,4.676398402929015
697a8f0105cbab23fe7697f6,0.6261039355762671,0.7491691787731072,0.004805126040807956,0.0013356982871119813,0.090970119318972,0.08716155857259279,0.03877176002419935,0.0433689313214967,-71.50017530535342,5.5022795971951615
697f4a00c858108580e08f4b,0.000528239520631116,0.005399900165648416,0.003134061398153664,0.017607166799249802,0.005191872172743193,0.027485517080160893,0.010162778761828193,0.304273363010645,-94.4681152809394,1.3440528683162947
6988fa79aa367d8f30d9f395,0.049993673483682805,0.0006215952645316939,0.206453390179405,0.0006363468806230496,0.030401176441944094,0.029035830290533846,0.05323263208834162,0.037761575204178346,-117.28734071995768,1.3264403396334197
698a1aecb901606f08bb1ecb,0.004453609656040123,0.23325831997961488,0.015418467366864906,0.2536076632997236,1.9054625614714171,2.6415311155345726,1.4217266044858903,0.04395277037203008,-93.12704148332455,4.021664821708726
699b3b0cd963c155945362cd,0.0016677802879761269,0.29449573805268353,0.05421238876646859,0.11402101050149087,0.03592949831151332,0.06152677455726713,0.06068357783674214,0.044302241438990246,-88.03435422172583,3.6007659573260398
69a437b670c7fd03cf034f28,0.004422169269169487,0.00430806273828375,0.0038039839966107374,0.11272906943953015,0.21766701913194864,1.7820758609598866,0.0556359706511567,0.015715540097354215,-105.24059869717485,1.8181113148233397
69b45198dc4d36948432efed,0.1442008397598887,0.1356449102945277,0.0029261982006279635,0.16904104651334959,0.03934486499517014,0.0472186051769716,0.019598623383108423,0.7072905604850286,-99.29708386864513,2.8233730677033724
69c168fca6d68ca06a4219ca,0.011011560070848709,0.3447806868682808,2.0030208571393584,0.0050648255936131285,0.05811150915356805,0.04320289696020554,0.06787497538115202,2.1452053542751806,-50.32533555401892,8.471357954834104
